game_id,player_id,game_title,game_rating,game_demo_graphics,genre,age,gender,playing_time,study_time,review_category,game_review,preferred_genre
56218204-09e2-4baf-a269-5139bff96310,d89f199d-d9b5-4f17-a4b1-99e24aa24e38,Multi-tiered bandwidth-monitored forecast,3,Low,Action,15,Non-binary,6.0,2.04,neutral,Not Bad standard average fine mediocre acceptable okay not bad.,Action
69fed722-7d74-421c-94f9-87fe6c8a5e36,384f83e5-401a-4904-8a93-5185cb221041,Synergistic upward-trending budgetary management,1,High,RPG,15,Male,5.56,4.29,negative,Hate hate awful disappointed hate unsatisfactory worst.,RPG
1a35cd33-7c8f-4278-b221-851e088cacd4,f7472c53-744f-49f5-bd4a-6ad906df9543,Persevering uniform firmware,3,Ultra,Adventure,19,Male,3.36,6.11,negative,Bad terrible terrible.,Adventure
f91775ab-02d8-4240-82c0-f2aa30df1511,4c3231df-8f8f-45bf-99d2-5b91dbc124de,Robust dynamic projection,10,Ultra,Sports,17,Male,3.83,5.08,positive,Nice nice excellent good great.,Sports
9ad388c4-f209-4231-a082-b80f0ba88bfa,29a9d6e2-6b58-44f8-8e57-7a707e0054a3,Balanced transitional website,6,Medium,Simulation,20,Male,3.39,6.08,positive,Satisfied nice excellent amazing love.,Adventure
07875d84-bbf8-4093-bc01-1f07198e30c7,390c4dd1-fa4f-4b90-93a7-95714ac3005d,Fundamental attitude-oriented intranet,6,Medium,Strategy,19,Female,1.06,8.0,positive,Good love awesome.,Strategy
f5e6bae0-19dc-46c6-846e-1f7f64053bc2,ce7e4755-5061-4085-bbb5-93afb552b2cd,Synergized national Graphical User Interface,1,High,Strategy,18,Female,2.25,6.29,negative,Unsatisfactory boring poor unsatisfactory bad unsatisfactory terrible.,Strategy
74723574-032d-4e13-b912-8fa14af08f8f,b034f662-bda1-46e9-b997-8ab77c64e7b0,Object-based hybrid paradigm,4,Medium,Sports,19,Other,4.15,5.69,negative,Unsatisfactory disappointed bad horrible terrible.,Sports
ab313ac5-a9dc-4a2f-baa6-f0d9fef4b3fd,4f12efcf-4028-430f-81c3-9530424f8f21,Integrated uniform complexity,4,High,Adventure,17,Male,5.55,3.09,neutral,Average mediocre decent average.,Adventure
f0cd4ad4-e51d-4e88-ad39-9b83ffd332b7,6b93bd0e-eee4-4aad-bc00-38f6c09bff59,Extended dynamic architecture,9,Ultra,Sports,20,Non-binary,2.51,6.35,positive,Nice nice nice great nice satisfied.,Sports
89ee5375-0262-4870-a9c3-bf7cd6ba1d12,7b4ec388-dd79-4f6a-9808-3bfaf42cd591,Digitized clear-thinking functionalities,9,Medium,Adventure,15,Male,5.54,2.95,positive,Nice superb satisfied awesome superb.,Adventure
ba937b71-a8f8-48e2-8884-ee66d6eedf64,aff7e083-c8eb-45c8-a4ad-82ddcddcac69,Focused disintermediate info-mediaries,2,Low,RPG,15,Non-binary,3.57,5.44,positive,Satisfied fantastic amazing good great superb.,RPG
a47461cc-1a75-4d47-8f52-57484cddd05a,6e7f059d-1fde-4610-b849-209cc366327a,Adaptive homogeneous groupware,7,Ultra,Action,21,Male,2.14,5.96,negative,Hate boring bad unsatisfactory horrible hate boring disappointed.,Simulation
9724c391-a609-4935-ab72-4ae9222e7a29,34593c3f-7b48-47c0-acca-9e8abecff3df,Secured system-worthy projection,10,Low,Action,17,Other,3.02,5.06,negative,Unsatisfactory horrible hate bad worst hate horrible.,Action
5478d489-8d2d-4460-a359-0129060e6dd4,b84b2621-b3d1-4679-99bc-e0cdba741715,Enhanced encompassing service-desk,10,High,Sports,20,Non-binary,3.59,5.25,neutral,Acceptable decent acceptable ordinary fine.,Sports
413ac067-0654-4ecc-9c8d-d40a93dd5dc9,4ea2af3b-590d-4813-97a6-d9abff25b53d,Monitored bifurcated archive,7,Low,RPG,17,Other,5.23,4.13,neutral,Decent okay average okay fair acceptable fine.,RPG
56c9ff99-7592-437f-998f-1656fd9411df,bbe61606-b877-4503-a541-72ce7eb5af42,Future-proofed 3rdgeneration solution,6,Ultra,Simulation,19,Female,2.56,6.59,negative,Horrible boring poor hate horrible poor unsatisfactory boring.,Simulation
3844e3cf-68eb-47da-adab-1e320070d894,43e26b8e-8811-41b0-b3be-492709428d76,Public-key bi-directional monitoring,7,Low,Strategy,15,Non-binary,5.59,2.75,neutral,Standard standard standard ordinary average.,Strategy
c5f92f81-6dd5-4635-9d71-2535c519eb5a,f21dfbe3-9538-48c1-89ce-0d0e011d3947,Total secondary paradigm,5,High,RPG,16,Male,3.6,5.78,neutral,Not Bad okay decent okay decent ordinary.,Sports
0f91e4e1-d68f-4fe4-ac46-f175fef89bb8,707ec1c0-a2c4-48f5-ae19-25908bf95a7d,Adaptive logistical paradigm,7,Low,Sports,18,Non-binary,2.46,7.45,negative,Disappointed horrible bad hate worst unsatisfactory disappointed.,Sports
b7b2af0b-17f6-4017-96f7-ec64dcfcf2eb,c4f5f826-0142-4aa3-bd46-9363f0691f3c,Multi-tiered homogeneous firmware,4,High,Sports,19,Other,3.5,5.81,negative,Disappointed poor poor bad boring horrible unsatisfactory.,Sports
68f7352f-5325-47d4-b6a4-d73a8b4eb371,cc4fa1c4-5625-41f9-a8f0-870b81a467b4,Configurable tangible portal,5,Medium,Action,17,Male,3.22,5.22,neutral,Fine standard ordinary decent okay okay.,Action
f35d792a-0fe1-4e86-bf73-2719493b8c5d,025cde1a-a750-4bce-9a8b-5c6241db0aa0,Multi-layered mission-critical Graphic Interface,7,High,Strategy,18,Male,4.27,5.41,neutral,Not Bad not bad acceptable ordinary.,Strategy
9d96344d-58b2-4268-bca5-ba7b6f0165c1,336c9c80-69ff-4e41-8d3e-1ba0bcfcd644,Reactive coherent algorithm,3,Medium,Strategy,19,Male,0.95,7.82,negative,Worst hate disappointed unsatisfactory unsatisfactory bad terrible.,Strategy
fc179dca-e120-47ae-96fc-f599e58f7e92,01e03586-2e2d-40bd-b42c-044cc5d0a2be,Open-source dedicated capability,5,High,Sports,21,Male,1.24,8.0,positive,Superb great love awesome amazing fantastic awesome.,Sports
f2847328-b7bb-4427-bdee-200a30fd25af,de7a6be9-b500-48d7-9585-90082168820e,Extended 4thgeneration monitoring,6,Medium,Strategy,16,Male,5.51,3.33,neutral,Average decent standard okay.,Strategy
eb2980c7-ac4f-400e-8fce-03806b34d0e6,3ead92dd-501f-4a50-9c3a-9fbd1a8a45c8,Streamlined bifurcated core,1,High,Adventure,19,Female,3.86,5.2,neutral,Decent okay not bad standard acceptable.,Adventure
82323b65-8c5d-4062-bb10-a216856e2b32,99c6758f-14d8-4088-8e38-b11135999bca,Digitized exuding emulation,9,Low,RPG,15,Other,4.9,3.37,positive,Fantastic satisfied love love great excellent fantastic.,RPG
750c6e58-6558-4d3d-b371-2c60cea788c8,749b739d-a89e-4542-ba77-4ec0a30f0041,Ameliorated high-level throughput,7,Low,Sports,16,Non-binary,5.42,3.62,neutral,Average standard decent fine average.,Sports
8c4949fe-0e66-4755-b7f2-8ba9fdd38949,cf3adb3a-502a-4c8f-825e-3c2019d46215,Assimilated scalable throughput,4,Ultra,Simulation,15,Other,4.79,3.98,neutral,Average fine ordinary.,Simulation
bb0d4120-369e-4a33-b126-39c4d09866a6,abf9e40f-5bd7-45a0-8c73-d29c5290f160,Triple-buffered exuding implementation,4,High,Action,21,Male,1.22,7.8,negative,Disappointed bad unsatisfactory horrible.,Action
90278e87-4a42-4efa-98ff-292125df369f,ec235be3-8a9c-4ac3-bc42-845979d2f53f,Quality-focused holistic core,4,Ultra,Strategy,18,Non-binary,4.23,3.6,neutral,Fine fair decent decent.,Strategy
1f986045-fce6-41b2-8fc6-8fa0e0604609,297a9761-7f1d-47c1-a77e-fc5445dc31ca,Multi-channeled bi-directional task-force,5,Low,RPG,16,Female,5.52,3.0,neutral,Standard average standard not bad not bad fair.,Adventure
7dcdedf3-6a1e-4db3-948a-959100550006,7027dca5-d20d-4bea-830f-d3c457e3daac,Persistent exuding Local Area Network,7,Ultra,Adventure,19,Male,1.97,6.98,positive,Excellent satisfied amazing fantastic excellent.,Adventure
9d6cf41c-a4f2-4fd6-8d75-f52f91ed87ca,f46b97c1-e301-4f6f-bf7a-b82837f07837,Ameliorated multimedia contingency,8,Medium,Action,17,Non-binary,4.31,3.67,positive,Fantastic superb superb great awesome love nice amazing.,RPG
446c6d56-8c9a-4eab-ada2-4ef3ec39edef,aa755eeb-9043-4ab2-a574-7aa265750106,Open-source logistical Graphical User Interface,5,High,Adventure,15,Non-binary,2.47,7.58,neutral,Ordinary mediocre acceptable average.,Strategy
15edb53e-c261-4a19-a4cf-ede4eca1a392,82b16a86-9bbf-4437-b9e5-5785085f0f97,Progressive explicit hierarchy,8,Ultra,Simulation,18,Male,5.0,3.55,positive,Fantastic great excellent amazing awesome amazing.,Simulation
40ed39cb-c892-4a68-ac86-a23c8e845fe7,bc990c7f-57a4-4b16-8a8e-c823aaf88941,Multi-lateral hybrid application,9,Low,Strategy,18,Male,3.32,5.91,negative,Poor bad poor terrible bad.,Strategy
378cf7f3-da9c-4b21-991b-895dfaa2a97c,f57aa948-4918-48af-80e8-b352c2313c21,Future-proofed object-oriented matrix,3,Ultra,Sports,21,Non-binary,1.82,7.08,neutral,Fair fair not bad fair.,Strategy
a8898934-882c-4351-bff5-8d7f260d6e97,f6d6c1dd-f9d0-4018-af6e-a2a9c9676abd,Universal incremental superstructure,8,High,Action,17,Other,1.98,7.04,positive,Good good good amazing good good good superb.,Action
026a2039-916b-4a51-b033-de901aacad0b,a665749c-1533-4c1b-aaf6-1eb08ffb98ce,Automated leadingedge emulation,9,Medium,Sports,17,Female,4.9,4.33,positive,Nice good amazing awesome.,Sports
ed8e1d98-8e0f-4745-8d86-fbe73fca8dcf,524150c6-528c-42ac-9ec2-5ad33c15a2a5,Diverse systemic interface,10,High,Sports,21,Female,1.4,7.52,negative,Boring poor hate horrible poor disappointed.,Sports
5fefc36b-3acf-4705-87db-9130b98dd637,cefc9d5c-1a59-4e9d-be1e-1e4e02099941,Mandatory clear-thinking approach,9,Medium,RPG,16,Male,3.61,5.1,positive,Great superb excellent awesome love great good superb.,RPG
235809ba-e71e-49eb-ac42-fb3a0b52939a,425a3ce3-79b7-413c-b352-3f64249e13ba,Ergonomic asymmetric emulation,7,Ultra,RPG,15,Non-binary,6.0,3.24,neutral,Decent ordinary fair standard.,RPG
9a8054fe-078f-49c9-afe5-eb7a347d5eb4,9140b697-bf59-4adb-9ae1-3673f3fc009e,Fundamental grid-enabled knowledgebase,5,Medium,Sports,21,Other,2.65,6.28,negative,Disappointed poor awful bad awful unsatisfactory.,RPG
2a4fcfdc-9958-4b16-ba55-38781da045c9,15559fd9-59e1-4c0b-917c-fa058429eb38,Extended motivating encoding,6,High,Simulation,20,Non-binary,2.58,6.56,neutral,Decent average not bad mediocre fine.,Simulation
71bc8aa9-583d-4d19-a5bc-9271a541e530,ef6fba51-3f18-431b-b683-d55284ea3d19,Robust interactive approach,8,Low,RPG,21,Non-binary,0.96,8.0,positive,Satisfied superb awesome.,RPG
a01bd7b5-2142-494a-9165-f15653cd23fb,f2e138af-b224-4999-8ea0-00ab878345b9,Advanced motivating circuit,8,Medium,Sports,17,Other,4.85,3.75,positive,Good nice fantastic.,Strategy
925ebb29-fbbe-4605-a77c-2ab9d05ad57a,413292c9-6be6-40f8-bb8b-bf4635aaf262,Stand-alone exuding service-desk,1,High,Sports,21,Female,2.12,6.87,negative,Bad boring awful terrible.,Sports
3ed5b10e-ba54-46ba-a885-56ed1f41d0cf,3113a21b-a98e-4ae7-a4a3-315ce3e7786d,Grass-roots incremental installation,6,Ultra,Simulation,19,Non-binary,2.45,6.22,positive,Fantastic superb awesome fantastic amazing awesome superb amazing.,Simulation
31ff86a3-1ccb-4739-8fe2-628864221458,aaec5fa0-10d7-4392-974e-22ed98fcb1aa,Decentralized client-server synergy,3,Ultra,RPG,19,Male,3.78,5.55,negative,Poor poor awful boring boring terrible awful.,RPG
c9b29cb4-89f7-4ede-92cd-9d2a9f632931,7d6ae000-4500-4571-88e6-84a7c8c0a2d6,Networked zero administration toolset,4,Low,Simulation,21,Female,0.77,7.65,negative,Worst horrible awful awful.,Simulation
797836a7-473c-4fa8-bfec-cdba752c7a14,fd55589d-88f3-4a4f-b188-533c71927f56,Monitored solution-oriented benchmark,7,Low,Adventure,17,Other,4.23,4.25,positive,Superb amazing nice fantastic great fantastic fantastic.,Adventure
b4a10af9-d455-4490-b854-a89d16ba1576,e265436b-18f5-451d-9b0a-78c74643fc5a,Expanded intermediate contingency,7,Low,RPG,17,Male,5.19,4.07,neutral,Decent average not bad mediocre average not bad standard.,RPG
a36a98e0-02b7-442d-ab53-a3b81f91c500,67719579-efb7-46e2-8064-a9b0eaecee29,Monitored intangible artificial intelligence,4,High,Simulation,17,Female,3.62,4.99,neutral,Decent average average fair not bad fair.,Simulation
d9ee4d10-a7e4-4b5b-ad61-837e1cb6a8d4,c8dc6792-0a3f-4108-9531-939dfe0f2116,Multi-channeled clear-thinking Graphical User Interface,9,High,Simulation,18,Other,4.63,5.31,positive,Love satisfied nice amazing.,Simulation
ddec15b5-d391-4bc5-86ab-2f9896079f53,7129be29-ca83-4040-a3a3-5fd153d92f92,Right-sized maximized secured line,6,Low,Sports,18,Female,1.18,8.0,negative,Terrible disappointed terrible awful terrible unsatisfactory.,Sports
6227dea4-06cc-4f5e-9a5d-a58013b8ec94,660f1ece-bc15-4fa2-8d4d-505ff0bff485,Expanded user-facing moratorium,1,High,Adventure,18,Female,3.35,5.33,negative,Horrible hate awful worst poor bad unsatisfactory.,Adventure
d634fc6e-106d-4eec-85d3-03052cb4ee67,01e86514-a935-4d25-88bc-c75a72b5d0d2,Re-engineered transitional paradigm,5,Ultra,Simulation,18,Male,1.93,6.76,positive,Fantastic great amazing great awesome excellent nice awesome.,Simulation
0d853947-68eb-41df-af49-9339a38da41d,3fb0ef95-3835-440a-b32f-0ae83b37da68,Reactive executive hub,3,Medium,Adventure,18,Other,3.39,5.37,positive,Love fantastic satisfied fantastic.,Adventure
5b6e4bd9-84ec-4459-ad53-72ee46e0555c,3ac13628-c3ba-4cfb-ae23-e1579cec37da,Assimilated system-worthy installation,2,Ultra,Strategy,19,Female,4.17,5.15,negative,Unsatisfactory poor poor awful disappointed terrible.,Strategy
2eacd1ef-0671-43c9-b2fb-c0684d4f44c9,6fb893ef-83b9-43de-b62f-8c30046afdd0,Open-source systematic adapter,10,High,Simulation,17,Other,3.72,5.06,positive,Fantastic great good fantastic superb.,Simulation
9b889480-e2cb-4b1d-8ea2-c9d47c35e79f,4c893cb9-04c6-41f3-8187-34b8a12694f2,Adaptive mobile solution,8,Ultra,Action,17,Other,4.79,4.2,positive,Awesome love love nice great.,Action
e35daaab-0096-4247-90d8-6efe3ad2f627,e34ed981-1321-46b6-92e6-53475059f6cf,Organic foreground synergy,5,Medium,RPG,16,Female,5.7,3.54,neutral,Average fair mediocre decent.,RPG
944d892b-a09a-40ee-8625-25ff7b384b10,8ef92dba-4a75-42d3-8a0c-a5b3ee9496ca,Streamlined disintermediate benchmark,5,Medium,Action,15,Non-binary,5.54,4.11,neutral,Acceptable ordinary standard not bad.,Action
bdfb04fe-19cf-4fb3-899e-ecfd1c8fd51e,9416c13f-1c4f-45c2-8fbf-79ecd3120b3c,Phased upward-trending encryption,8,Ultra,Adventure,17,Male,5.17,4.23,positive,Superb excellent fantastic superb nice.,Adventure
604bc9a4-c0f4-454c-b6f0-9b1a24487c66,9550ae39-6156-48ef-acd9-e26cb921cb09,Stand-alone holistic capacity,4,Medium,RPG,17,Other,4.13,4.46,negative,Awful horrible awful unsatisfactory.,Simulation
d04a741a-dd42-4407-94c6-e4d2efaabc50,367e5f79-304f-49a7-b1cd-594ea26bd057,User-friendly discrete initiative,10,Medium,Simulation,21,Other,1.34,7.35,positive,Satisfied awesome satisfied nice great amazing.,Simulation
419a6101-4929-41e9-a0cb-d037fc089129,c75fdcfe-80a4-4f1f-af16-b7101106a99a,Future-proofed dedicated focus group,1,Medium,Simulation,19,Male,3.29,5.86,negative,Poor terrible poor hate poor horrible awful horrible.,Simulation
ba080cdb-6e3b-4a1e-8780-0b43c492a56c,be71c698-7217-4b02-80c7-609176fc41cc,Configurable mission-critical moratorium,9,Ultra,Strategy,16,Female,4.98,4.96,neutral,Fair mediocre not bad average standard fine average standard.,RPG
c2180201-ec32-48c0-aa9e-d86fb5883dcd,12d1f09e-03dd-4073-b785-d68c64f4c9ee,Fundamental didactic Graphic Interface,7,Low,Strategy,21,Female,2.98,5.66,neutral,Standard fair ordinary average.,Strategy
b8a4a515-e8cb-4d47-904e-09e7f3a0d920,5dd5a7ff-b7ae-40fe-acfd-5066b89efece,Profound multimedia data-warehouse,10,Medium,Strategy,19,Female,2.71,6.25,positive,Awesome love great nice awesome great superb.,Strategy
c24d58c1-a0e1-4a52-8b96-f9e34508912c,364615f8-9763-4582-8904-5fb0c3fec3fe,Persistent bifurcated encoding,1,High,Sports,21,Male,3.99,4.65,neutral,Acceptable mediocre decent not bad average average fair standard.,Adventure
f4d88ff5-c64e-4bce-8b6a-45a231493f7e,d1a801a4-ef11-4535-82b0-8e759b9e8e72,Proactive uniform capacity,10,Medium,Simulation,16,Female,4.81,4.63,positive,Excellent great love awesome superb excellent.,Simulation
b093a690-68a4-48c6-a26c-1f12eda9d15f,5c083618-ec7b-46b8-836f-bd8ac68ea988,Switchable directional neural-net,4,Low,Strategy,15,Non-binary,4.21,3.65,negative,Awful unsatisfactory terrible terrible bad disappointed awful bad.,Strategy
647043af-51b5-4798-a88e-b0bea3a92fe4,6e4eed03-6ae7-4e41-b010-03f714c89433,Advanced fault-tolerant function,7,Medium,RPG,18,Female,4.29,4.91,neutral,Average acceptable fine.,RPG
1379f06f-85c6-4618-bed7-3287379ef1d8,b6e742f0-515e-446b-a1bc-c553e5cba44f,Switchable bandwidth-monitored structure,6,Ultra,Action,19,Female,1.64,7.9,neutral,Okay fair fair fine acceptable okay acceptable.,RPG
db2f6be4-399c-4d1c-909e-939e4a818302,73905366-f8e7-4d17-b1d4-7f85dad7c58f,Diverse optimal challenge,2,Low,Simulation,21,Female,1.99,5.98,neutral,Decent standard acceptable fair fine decent not bad.,Simulation
faf8a492-a81e-4f74-92b4-a996cba1a727,b9702493-fd34-4bd0-ac1b-b5de2903e205,Monitored asynchronous Internet solution,1,High,Simulation,18,Female,0.79,8.0,neutral,Mediocre acceptable okay okay ordinary.,Simulation
ad40454f-9535-4721-a91c-ff2c959e25f5,8844be10-b608-4368-8a5a-e88d7b9c4263,Fundamental client-driven access,2,Medium,Action,20,Female,2.22,6.24,negative,Bad terrible disappointed worst awful worst bad.,Action
c973456a-4ee2-45c8-9f0e-ea163c72e434,74e3b8f4-bf22-417f-b379-9238b18c3d5a,Optional zero tolerance frame,10,Low,Adventure,17,Male,4.67,3.11,positive,Awesome great great nice love.,Adventure
212ce3e5-7889-44d4-8f4b-8a3cd5f6f476,c99937d9-fcb3-445e-aacf-3f4a3a6bedbd,Quality-focused asynchronous neural-net,7,Low,RPG,16,Male,4.16,4.85,neutral,Fine standard ordinary mediocre average acceptable.,Action
ec89327b-020e-42b3-9b73-03bb66f1f809,239ffe7a-2283-4de5-99c0-5bb0e8d33491,Fundamental context-sensitive array,5,Ultra,Strategy,15,Male,4.84,3.33,neutral,Decent mediocre okay acceptable average decent.,Strategy
b88b5815-b8d3-466d-8e32-8a71157044ef,d42dfd57-ad05-4b2b-9a1e-12c7a3de4fef,Diverse reciprocal process improvement,2,High,RPG,19,Male,4.15,4.61,positive,Superb awesome good excellent superb superb superb awesome.,Simulation
22993608-4926-44d1-91dd-8c6177dff6e8,b266f584-7211-4ab6-96a4-744ce7ba9e47,Reduced hybrid contingency,1,High,Strategy,20,Non-binary,2.02,7.18,negative,Unsatisfactory horrible bad bad poor awful.,Strategy
8737e5d5-dc54-4c1d-827f-26f7e71ca46d,160df6da-f11f-4498-a748-a14fc6541a52,Assimilated context-sensitive contingency,8,High,Adventure,17,Non-binary,5.23,3.49,positive,Love superb superb superb amazing excellent superb.,Adventure
2be9b635-7235-4a12-bc64-781f6a1e88a8,35c4601c-2892-4fc7-b066-05da5afb787f,Innovative secondary pricing structure,2,Medium,Action,17,Male,4.12,4.4,negative,Bad poor disappointed horrible worst poor.,Action
cb3cd91e-3118-4e6f-a741-b07b4bbe77ff,0f405977-64ee-48db-96cf-95ed15c35995,Operative holistic attitude,4,Medium,Simulation,20,Male,2.02,6.56,negative,Worst bad disappointed bad.,Simulation
bd932278-1466-410b-8431-e5c5f8574843,5e51b732-80a3-4311-a5a3-4c9cb4053027,Inverse heuristic alliance,7,Ultra,Action,17,Male,6.0,2.99,negative,Horrible poor disappointed disappointed worst unsatisfactory boring boring.,Action
0e958ce3-0874-413c-844a-0c4eef769e35,e26caacc-4d7b-4929-920f-363050033055,Profit-focused solution-oriented frame,3,Low,Adventure,15,Male,3.15,5.83,negative,Poor boring terrible poor boring boring disappointed.,Adventure
182c6f04-69d2-4edc-90ca-7372f7cf1f2e,e74ea69d-d466-41bb-a413-cf6cd57e0786,Realigned mission-critical moderator,10,Ultra,Sports,17,Non-binary,4.93,3.43,neutral,Fair okay average ordinary average.,Sports
f9a30724-1d5c-4277-8149-08ad6d59068a,c7b01129-884f-4c38-abfe-9d3144e87695,Secured directional monitoring,4,Ultra,Strategy,16,Male,2.23,6.9,negative,Poor horrible poor poor horrible hate poor.,Strategy
3462b7a1-5ef6-42dd-bf39-23ed36cf5b81,0b1006db-60a6-4113-9e1b-e103db583522,Team-oriented demand-driven firmware,1,Low,Action,19,Non-binary,4.4,5.12,negative,Bad terrible worst awful unsatisfactory terrible hate hate.,Simulation
8f49c26c-b667-4bac-9c86-30e970e71eb6,9bf16be3-4f63-4627-aa93-7ffbf842f783,Re-engineered well-modulated contingency,9,High,Action,15,Male,6.0,2.68,positive,Awesome fantastic superb amazing good amazing fantastic.,Action
c6b2a9cc-cb62-4bf3-a9a8-d3a86813fb52,3714d6dc-5c17-4f1a-9c9c-d1439cab5b99,Distributed stable portal,1,Medium,RPG,20,Non-binary,2.1,7.77,positive,Nice amazing good amazing great nice nice.,RPG
f2309b0d-bf41-4b87-9b14-282a72e4b28a,806e3c79-a71b-4321-859c-6841b9294009,Progressive human-resource solution,9,Low,Simulation,17,Male,2.27,7.31,positive,Superb good great excellent excellent.,Adventure
1a8feca8-cce0-4433-b93d-4d7fe7ff1cb3,87182f08-26bc-4be2-88a1-7b8f75aed3fe,Customizable upward-trending orchestration,10,Ultra,Adventure,15,Other,5.94,2.62,neutral,Mediocre ordinary average decent.,Adventure
55d657d5-136f-4f76-b608-a7a2f8a455bd,b66af8ad-6dae-4a25-946a-314fddf88346,Focused systemic implementation,4,Medium,Adventure,20,Female,2.22,7.02,negative,Boring unsatisfactory disappointed disappointed.,Adventure
5cb810e2-427b-4a1d-baa7-d0a271cecb2c,2a89a5dd-6e79-48c8-af69-b29e0a61b5e4,Compatible explicit flexibility,1,Low,Action,19,Female,1.96,6.76,negative,Bad awful bad awful.,Action
af83ef94-5385-4568-93d8-e836e5145e48,2643f034-faf0-4a6e-ba6d-5f17853b71ff,Compatible exuding policy,7,Ultra,Strategy,17,Other,3.18,5.83,neutral,Okay not bad standard average fine.,Strategy
7dcccc9a-e196-40bf-b1f4-97a1c1b1ec8e,daa0a565-9321-4415-8b59-c3a692fc31f3,Digitized tertiary array,9,Ultra,Adventure,20,Non-binary,1.07,8.0,positive,Awesome love great love amazing good superb.,Adventure
2297d3ca-43a7-43a7-83e6-6355fec8f28c,4beb01b7-8375-4803-8569-3497b740268a,Innovative systemic product,8,Ultra,RPG,19,Non-binary,2.24,7.26,positive,Superb superb love nice.,RPG
f402b02a-dab6-483d-adc3-eeb111278f57,2be31ab5-d218-42f0-9652-22947a21dee4,Multi-channeled heuristic extranet,5,Medium,Sports,17,Female,4.52,4.59,neutral,Decent mediocre not bad.,Sports
3de89a40-3e28-4cd6-8568-bd9ef5286cd4,47040c59-f8c6-4b5f-89ba-017f690616c5,Customizable multi-tasking synergy,3,High,Strategy,16,Female,5.02,4.47,negative,Horrible bad disappointed bad bad.,Strategy
36c66afc-5173-4887-8678-bd5185c7649b,5e0f26c8-d173-476b-bf82-69c026e52ff1,Reactive next generation productivity,5,Medium,Adventure,20,Female,3.05,5.13,positive,Awesome excellent satisfied nice awesome awesome satisfied.,Adventure
aa6c4bf7-be55-4323-818f-87578dde8fdc,a73e0325-9e85-4e57-a7b8-5ddd787adfde,Vision-oriented local leverage,1,High,Strategy,21,Male,0.76,7.68,negative,Bad disappointed unsatisfactory boring hate.,Strategy
976262b6-bf05-4601-9f36-e9ad6f14f246,4fe34a5c-56ad-4550-ba45-1333bbe66b75,Total impactful emulation,5,Ultra,Strategy,20,Other,2.24,6.95,neutral,Not Bad average mediocre mediocre decent not bad fine fine.,Strategy
44b9f254-f5a8-4826-b963-94f33dab62b3,e1f6eb4d-a4e0-4b78-8e0f-9d745d35bfa8,Distributed web-enabled solution,9,Low,Action,15,Male,3.06,6.11,positive,Good amazing superb good fantastic excellent.,Action
c8a408e3-067b-4427-9791-8bf4f98139f9,93eb6b79-6a18-458d-9d83-3a05cff66f13,Customer-focused zero-defect secured line,1,Medium,Simulation,15,Female,4.2,5.94,neutral,Okay okay fine mediocre.,Simulation
3e2b135a-deb4-4f05-a302-4e35b30991b0,a9efd1b9-ce6c-4d51-8348-d9521ca6054d,Inverse encompassing intranet,3,Ultra,Sports,19,Female,2.77,6.34,neutral,Fair not bad mediocre standard decent.,Sports
734e5e2e-c4fa-4f5f-958e-465f15ef3087,552fa968-e449-49b5-aa84-81edbe5e9480,Cross-platform web-enabled infrastructure,3,Medium,Adventure,21,Female,1.09,8.0,negative,Poor disappointed bad awful unsatisfactory hate.,Adventure
a68db08f-a5db-42f3-9ed0-47c504f45f8e,c5164cc2-47a0-4c55-b40c-748f606722d1,Advanced multi-state Graphic Interface,3,Ultra,Sports,20,Non-binary,1.74,7.14,negative,Worst bad poor horrible awful boring disappointed hate.,Sports
85d0b7bf-455e-44e8-9f6c-b57388b5a22b,a2fb62f6-47a0-4265-9060-e479c00a31c4,Persevering asymmetric throughput,10,Low,Action,16,Other,3.33,6.41,positive,Amazing amazing excellent good love awesome superb.,Action
5b608307-9c5e-458b-b507-abd18e87f608,873218db-79af-4003-a788-d97f79b6df2b,Seamless encompassing groupware,7,Ultra,Adventure,20,Non-binary,2.27,7.32,positive,Awesome amazing superb nice.,Adventure
55cc982b-4fcf-4f72-a8e7-1f596411ebcf,74555b58-991d-4e08-a7e5-aa904282d45f,Organized actuating synergy,4,Medium,Sports,21,Male,3.58,5.46,negative,Unsatisfactory unsatisfactory disappointed hate.,Sports
61ca4777-603a-459b-a35f-c37f7d37d1eb,e245960f-5d08-45c6-9b5d-0694af2e82a7,Mandatory holistic task-force,3,Ultra,Action,21,Non-binary,1.5,6.48,negative,Horrible terrible unsatisfactory terrible.,Strategy
24b3e37a-2583-44cf-971d-38ef9975f9a0,20f1e4c3-0d54-4088-abff-d2bfbd89f9aa,Multi-channeled analyzing artificial intelligence,5,High,Sports,20,Female,1.82,7.25,positive,Awesome superb love.,Sports
d38ae258-02a4-45b8-800a-23348268bfde,ae96548c-a437-4b15-bc11-fbd61c3d0578,Secured stable knowledge user,6,High,Simulation,20,Male,2.82,5.52,negative,Bad poor horrible awful disappointed awful poor.,Simulation
ee8a82d3-edd5-4e3e-b3c5-dfbc5d1947a5,c00e689c-ff33-46b3-8175-fbd07d4cdbb5,Realigned logistical alliance,8,Low,Action,16,Female,6.0,2.77,positive,Amazing fantastic excellent amazing good nice love.,Sports
